"tag","coreID","sp","1870","1871","1872","1873","1874","1875","1876","1877","1878","1879","1880","1881","1882","1883","1884","1885","1886","1887","1888","1889","1890","1891","1892","1893","1894","1895","1896","1897","1898","1899","1900","1901","1902","1903","1904","1905","1906","1907","1908","1909","1910","1911","1912","1913","1914","1915","1916","1917","1918","1919","1920","1921","1922","1923","1924","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
122554,"122554A","litu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.277,0.683,0.704,1.001,0.843,1.35,1.975,2.295,1.488,1.337,2.174,2.129,2.124,1.991,1.605,0.678,0.276,1.003,1.498,1.067,1.43,1.15,1.195,1.139,0.488,0.612,0.343,0.29,0.3,0.252,0.285,0.198,0.364,0.259,0.272,0.332,0.294,0.285,0.651,1.568,1.154,0.596,0.591,0.559,0.219,0.251,0.297,0.615,0.426,0.287,0.26,0.268,0.146,0.27,0.428,0.393,0.201,0.321,0.64,0.588,0.521,0.279,0.559,0.392,0.298,0.337,0.374,0.514,0.103,0.112,0.038,0.169,0.131,0.146,0.132,0.109,0.085,0.084,0.094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122554,"122554B","litu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.831,0.82,0.881,1.332,0.922,1.678,2.24,3.053,1.552,1.398,2.833,2.532,2.094,2.086,1.803,0.644,0.197,1.095,1.434,1.094,1.243,1.16,1.063,1.07,0.437,0.401,0.31,0.25,0.29,0.228,0.265,0.197,0.368,0.317,0.358,0.397,0.372,0.437,1.06,1.796,1.418,0.903,0.588,0.554,0.328,0.364,0.294,1.089,0.768,0.335,0.461,0.24,0.145,0.292,0.415,0.489,0.173,0.25,0.43,0.462,0.946,0.465,0.704,0.604,0.527,0.303,0.515,0.533,0.071,0.11,0.169,0.197,0.152,0.101,0.139,0.062,0.109,0.113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130579,"130579","litu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.175,1.669,1.506,1.797,1.485,1.703,1.08,2.224,2.009,2.334,2.642,2.399,2.237,2.302,1.671,1.692,2.471,2.03,2.31,0.112,2.256,1.867,1.559,2.682,2.655,2.01,1.927,3.153,2.328,1.339,1.617,1.523,1.704,2.101,1.877,3.149,2.835,3.656,3.665,2.414,1.54,1.352,1.813,0.851,1.865,2.158,0.978,1.694,1.646,2.374,2.426,2.872,3.198,2.489,1.084,2.371,1.341,1.015,1.294,1.249,1.082,1.563,1.675,1.893,1.499,1.453,1.524,1.975,1.088,1.931,2.009,1.233,2.069,1.384,0.613,0.71,0.62,0.776,1.855,1.511,1.282,1.395,1.377,1.457,1.474,1.479,1.425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131017,"131017","litu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.068,0.334,0.362,0.541,1.106,1.21,1.868,1.936,1.446,0.701,1.113,0.918,0.907,0.624,0.473,0.275,0.229,0.336,0.451,0.646,0.7,0.528,0.856,0.893,0.728,0.488,0.773,0.613,0.426,0.246,2.034,1.666,1.421,0.867,0.587,0.71,0.824,0.626,0.92,0.617,0.993,0.473,0.543,0.631,0.508,0.314,0.413,0.421,0.631,0.173,0.238,0.211,0.204,0.254,0.293,0.347,0.157,0.131,0.194,0.202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131047,"131047","litu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.872,0.728,0.758,1.068,0.907,0.507,0.353,0.269,0.17,0.066,0.068,0.175,0.136,0.066,0.089,0.292,0.243,0.173,0.251,0.173,0.205,0.087,0.07,0.275,0.243,0.125,0.08,0.107,0.083,0.078,0.32,0.823,1.132,1,0.772,0.503,0.481,0.34,0.339,0.21,0.111,0.086,0.076,0.172,0.161,0.295,0.333,0.27,0.527,0.931,0.738,0.672,0.579,0.489,0.479,0.458,0.105,0.085,0.075,0.07,0.089,0.123,0.054,0.079,0.08,0.028,0.066,0.12,0.096,0.049,0.074,0.07,0.156,0.079,0.061,0.084,0.075,0.067,0.048,0.034,0.05,0.057,0.082,0.068,0.051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131080,"131080","litu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.202,1.549,1.039,1.448,1.063,1.663,1.043,1.987,1.94,1.202,1.138,1.317,1.039,0.243,0.461,0.252,0.066,0.794,1.492,1.028,0.347,0.08,0.115,0.113,0.523,0.966,1.904,2.011,1.436,1.023,0.925,0.576,0.804,0.838,0.725,0.501,0.495,0.585,0.57,1.132,1.036,0.626,0.65,0.958,0.914,0.676,0.899,0.617,0.723,0.647,1.115,0.924,0.629,0.687,0.66,0.346,0.664,0.638,0.478,0.647,0.903,0.898,1.158,1.243,0.921,1.02,1.164,1.01,0.72,0.35,0.363,0.32,0.35,0.384,0.529,0.37,0.313,0.218,0.313,0.209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131192,"131192A","litu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.708,1.746,2.006,1.777,1.63,2.04,1.396,1.648,0.988,1.065,0.454,0.819,1.118,1.17,1.346,1.069,1.291,0.945,1.329,1.31,1.291,0.803,2.218,1.715,1.533,1.618,0.882,1.03,0.674,1.185,0.709,0.402,0.654,0.623,0.589,0.562,0.279,0.096,0.176,0.188,0.173,0.25,0.219,0.255,0.229,0.157,0.274,0.29,0.307,0.24,0.165,0.435,0.362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131304,"131304","litu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.198,0.843,1.068,1.205,1.826,2.183,2.169,1.406,1.512,1.096,1.29,1.706,1.79,2.028,1.404,2.229,2.012,2.426,2.495,2.683,2.45,2.802,2.457,1.814,1.672,2.102,2.498,1.994,2.28,1.898,2.265,2.108,1.734,1.3,0.858,1.105,0.711,0.942,1.362,1.348,1.641,1.523,1.733,1.781,2.55,2.639,2.43,0.984,1.523,1.718,1.806,1.448,1.443,1.105,0.971,0.849,1.366,1.16,1.086,1.402,1.846,1.049,1.235,1.769,2.326,1.724,2.903,1.743,1.466,0.91,1.341,1.565,1.424,1.462,1.521,1.245,0.974,0.892,1.281,1.016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140280,"140280A","litu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.731,2.285,2.253,3.646,2.076,1.999,2.115,1.941,2.918,2.057,3.171,2.246,1.738,1.613,1.482,1.264,1.297,1.342,0.819,0.888,1,0.974,0.786,1.047,0.903,1.012,0.832,1.174,1.359,1.352,1.119,1.024,0.656,0.628,0.687,0.808,0.542,0.331,0.263,0.216,0.179,0.116,0.105,0.116,0.23,0.156,0.214,0.211,0.251,0.168,0.216,0.228,0.214,0.202,0.338,0.406,0.39,0.397,0.237,0.185,0.147,0.132,0.111,0.116,0.069,0.122,0.302,0.296,0.085,0.095,0.079,0.111,0.074,0.08,0.132,0.116,0.138,0.185,0.211,0.17,0.094,0.221,0.222,0.159,0.095,0.156,0.227,0.253,0.217,0.106,0.052,0.092,0.081,0.125,NA,NA,NA,NA,NA,NA,NA,NA
140280,"140280B","litu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.948,1.193,1.62,2.668,4.066,2.862,2.483,2.266,2.027,3.032,1.928,4.055,3.056,2.682,1.737,1.829,1.596,1.754,1.931,0.85,1.053,1.068,1.083,1.063,1.089,0.83,1.025,0.826,1.29,1.278,1.19,1.097,1.036,0.808,0.637,0.576,0.539,0.323,0.332,0.306,0.269,0.433,0.418,0.297,0.215,0.253,0.175,0.152,0.158,0.153,0.16,0.215,0.247,1.832,1.62,1.577,3.447,2.208,1.976,0.456,0.363,0.469,0.261,0.268,0.221,0.184,0.125,0.1,0.105,0.077,0.101,0.112,0.206,0.163,0.106,0.09,0.085,0.07,0.094,0.076,0.102,0.096,0.081,0.088,0.067,0.092,0.123,0.091,0.086,0.118,0.103,0.072,0.084,0.099,0.116,0.102,0.138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140735,"140735","litu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.072,2.1,1.856,1.944,1.479,1.592,1.486,1.174,1.114,0.874,0.845,0.64,0.513,0.532,0.41,0.34,0.288,0.29,0.204,0.295,0.192,0.228,0.184,0.199,0.165,0.145,0.083,0.069,0.116,0.12,0.156,0.117,0.119,0.118,0.182,0.176,0.211,0.197,0.257,0.265,0.165,0.326,0.392,0.731,0.362,0.282,0.215,0.211,0.128,0.207,0.14,0.156,0.104,0.141,0.242,0.22,0.132,0.147,0.152,0.207,0.217,0.151,0.163,0.12,0.134,0.173,0.137,0.257,0.239,0.243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140748,"140748","litu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.394,0.739,1.506,1.335,1.402,0.923,1.125,1.336,0.85,1.334,0.86,0.706,0.411,0.801,0.852,0.656,0.631,0.354,0.335,0.332,0.259,0.339,0.685,1.003,0.719,0.516,0.45,0.238,0.459,0.687,0.78,0.907,1.092,0.961,0.979,0.668,0.592,0.731,0.757,0.747,0.545,0.043,0.136,0.121,0.117,0.104,0.111,0.068,0.053,0.044,0.089,0.077,0.075,0.087,0.095,0.05,0.071,0.096,0.084,0.051,0.035,0.069,0.099,0.108,0.103,0.073,0.052,0.126,0.118,0.154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150878,"150878A","litu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.77,0.593,0.663,0.557,0.604,0.667,0.67,0.631,0.648,0.602,0.513,0.582,0.608,0.496,0.534,0.499,0.563,0.257,0.411,0.466,0.591,0.35,0.329,0.361,0.271,0.168,0.341,0.323,0.44,0.381,0.458,0.559,0.963,0.985,1.087,1.225,1.191,0.851,0.649,0.554,0.484,0.646,0.381,0.405,0.245,0.352,0.349,0.326,0.35,0.245,0.431,0.601,0.386,0.446,0.399,0.409,0.374,0.271,0.524,0.865,0.524,0.472,0.53,0.531,0.275,0.208,0.193,0.25,0.22,0.213,0.149,0.235,0.153,0.186,0.178,0.169,0.21,0.141,NA,NA,NA,NA,NA
150878,"150878B","litu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.764,1.217,1.031,0.881,1.207,1.142,1.057,0.926,0.703,1.044,1.019,1.073,1.19,0.941,0.871,0.773,0.891,0.732,0.773,0.694,0.763,0.735,0.638,0.656,0.368,0.447,0.489,0.54,0.502,0.249,0.214,0.308,0.441,0.379,0.462,0.395,0.369,0.665,1.33,1.533,1.289,1.592,1.576,0.816,0.819,0.497,0.401,0.85,0.414,0.403,0.254,0.329,0.409,0.396,0.326,0.293,0.647,0.825,0.64,0.601,0.592,0.662,0.432,0.276,0.655,0.827,0.578,0.605,0.399,0.49,0.253,0.147,0.165,0.133,0.233,0.194,0.193,0.279,0.201,0.213,0.272,0.175,0.193,NA,NA,NA,NA,NA,NA,NA,NA,NA
151051,"151051A","litu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.719,1.593,0.764,0.786,4.171,3.364,4.748,3.203,2.826,2.4,2.295,3.116,3.913,2.549,3.003,3.598,2.606,2.342,2.361,2.284,1.898,1.2,1.521,1.755,1.358,1.584,1.649,2.098,1.479,1.634,1.238,0.912,0.991,0.917,0.933,0.965,0.513,0.482,0.409,0.294,0.242,0.19,0.148,0.2,0.163,0.163,0.232,0.343,0.395,0.369,0.338,0.584,0.549,0.476,0.359,0.643,0.93,1.535,1.253,1.153,0.776,0.672,0.474,0.553,0.422,0.479,0.465,0.31,0.372,0.268,0.513,0.332,0.342,0.21,0.447,0.279,0.252,0.299,0.238,0.435,0.616,0.561,0.29,0.131,0.163,0.178,0.158,0.127,0.131,0.355,0.131,0.122,0.067,0.094,NA,NA,NA,NA,NA,NA,NA,NA
151051,"151051B","litu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.738,3.532,2.312,1.631,1.019,3.116,3.946,2.716,2.498,2.969,2.673,2.725,2.861,2.166,1.642,0.951,1.993,2.252,1.818,1.717,1.713,1.739,1.38,1.66,1.437,0.815,0.92,1.057,0.927,0.962,0.549,0.486,0.449,0.321,0.227,0.163,0.179,0.206,0.19,0.269,0.341,0.315,0.263,0.163,0.22,0.326,0.291,0.263,0.278,0.449,0.804,1.084,0.93,0.598,0.625,0.43,0.263,0.4,0.514,0.408,0.419,0.173,0.259,0.279,0.434,0.373,0.263,0.116,0.364,0.2,0.253,0.423,0.406,0.496,0.433,0.24,0.167,0.154,0.2,0.111,0.158,0.106,0.116,NA,NA,NA,NA,NA,NA,NA
151125,"151125","litu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.882,1.175,1.077,1.249,1.294,1.215,1.157,1.129,0.898,0.981,0.892,0.843,1.48,1.284,1.119,1.086,1.099,1.915,1.702,1.454,1.661,1.472,1.773,1.515,1.41,1.507,1.206,1.003,0.589,1.26,0.546,0.481,0.619,0.771,1.314,1.526,1.443,1.613,1.582,1.315,1.085,1.333,1.141,0.64,1.291,2.395,2.114,1.344,1.356,1.475,1.428,1.216,1.422,1.723,1.567,1.66,1.772,1.927,2.719,2.128,1.527,1.504,0.703,1.092,1.849,1.446,0.862,0.628,0.816,0.839,1.978,2.36,1.155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160665,"160665A","litu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.888,8.814,5.913,3.99,5.035,4.21,5.151,4.553,3.796,2.613,2.35,1.833,1.173,1.236,2.952,2.948,4.16,3.753,3.517,2.753,1.617,1.407,0.877,0.981,1.308,1.234,0.579,0.749,0.539,0.503,0.618,0.899,0.756,0.633,0.595,1.295,2.055,1.368,1.449,1.615,1.64,2.11,1.742,1.099,0.96,0.723,0.852,1.171,1.718,1.294,1.327,1.155,1.156,1.146,2.603,2.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160665,"160665B","litu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.883,3.992,5.845,3.521,3.407,2.148,2.058,1.926,1.291,2.641,4.316,5.496,5.113,4.42,3.976,5.087,3.938,5.006,4.838,2.831,2.386,3.122,5.11,3.519,3.581,2.518,2.009,1.607,1.218,0.559,1.307,1.468,3.75,3.352,2.728,3.428,2.234,2.091,3.039,2.269,1.926,1.106,0.978,0.927,0.791,0.624,0.758,0.831,0.577,0.459,0.345,0.426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160777,"160777","litu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.535,2.036,3.211,3.108,2.568,2.293,2.074,1.608,1.423,1.825,1.435,1.273,1.456,1.028,0.481,0.478,0.326,0.314,0.539,0.876,1.386,1.359,1.63,2.039,2.897,2.544,2.775,2.496,1.751,2.122,2.13,1.161,1.034,1.336,1.634,1.6,1.211,1.529,1.423,1.134,1.118,1.176,1.344,1.726,1.675,0.866,0.965,1.1,1.457,1.842,1.177,0.837,0.973,1.891,1.799,1.195,1.539,1.248,1.371,1.901,1.197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160930,"160930","litu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.759,0.593,0.847,0.653,0.93,0.75,0.75,1.051,1.191,1.564,1.687,1.828,2.033,1.458,1.228,1.569,1.625,1.492,1.279,1.194,1.567,0.987,1.299,1.482,1.687,1.916,1.847,1.736,1.34,0.976,0.905,0.714,0.62,0.776,0.531,0.914,0.882,0.87,0.633,0.417,0.314,0.211,0.195,0.32,0.492,0.504,0.667,1.252,1.895,1.856,1.594,1.159,0.992,1.162,1.027,0.689,0.653,0.716,0.851,0.977,0.961,1.591,1.161,1.129,1.157,1.614,1.571,1.381,1.134,0.931,0.865,1.031,1.108,1.495,0.907,0.9,1.223,1.553,1.534,0.968,1.14,0.944,1.095,1.944,1.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160962,"160962A","litu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.394,0.626,1.466,0.755,0.634,0.318,0.429,0.739,0.704,0.56,0.897,0.817,0.718,0.888,0.923,0.805,0.676,0.696,0.834,0.125,0.111,0.277,0.378,0.199,0.2,0.168,0.2,0.76,1.228,2.082,1.316,1.226,0.698,0.692,0.756,0.68,0.73,0.576,0.518,0.354,0.476,0.591,0.577,0.677,0.412,0.523,0.301,0.317,0.529,0.269,0.438,1.039,0.576,1.982,1.602,1.037,0.633,0.49,0.348,0.319,0.105,0.095,0.164,0.068,0.153,0.09,0.073,0.074,0.083,0.063,0.079,0.099,0.073,0.073,0.059,0.1,0.11,0.079,0.095,0.073,0.1,0.058,0.074,0.1,0.058,0.068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170994,"170994","litu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.475,2.918,3.822,2.532,1.677,2.736,2.094,2.416,3.129,3.782,2.853,2.537,1.722,2.739,2.646,1.558,0.648,1.215,1.915,2.064,1.841,0.931,2.061,1.69,1.715,2.352,1.48,1.445,1.987,2.547,2.867,1.64,1.538,1.868,1.389,1.529,1.856,1.484,2.47,1.372,0.855,1.337,1.329,1.254,0.897,1.045,0.718,1.416,2.23,1.782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171403,"171403A","litu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.028,0.978,0.8,0.777,0.976,1.255,1.582,1.59,1.872,1.526,1.547,1.675,1.091,0.708,0.596,0.871,0.491,0.881,0.621,0.563,0.438,0.35,0.309,0.565,1.252,0.61,0.695,0.846,0.893,0.959,0.766,1.119,0.817,0.721,0.518,0.421,0.284,0.362,0.365,0.382,0.294,0.275,0.199,0.289,0.279,0.261,0.258,0.184,0.315,0.223,0.591,0.534,0.482,0.532,0.503,0.399,0.334,0.255,0.167,0.207,0.147,0.149,0.179,0.127,0.077,0.209,0.188,0.278,0.098,0.133,0.173,0.143,0.162,0.118,0.147,0.164,0.119,0.132,0.082,0.083,0.081,0.115,0.095,0.047
